State,District,Origin of Challenge,Date of Challenge/Removal,Type of Ban,Author,Title,Secondary Author(s),Latitude,Longitude
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Keil, Michelle Ruiz",Summer in the City of Roses,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Kendi, Ibram X.",How to Be an Antiracist,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Khan-Cullors, Patrisse",When They Call You a Terrorist (Young Adult Edition): A Story of Black Lives Matter and the Power to Change the World,"Bandele, Asha",35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Khorram, Adib",Darius the Great Deserves Better (Darius the Great Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Khorram, Adib",Darius the Great Is Not Okay (Darius the Great Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"King, A. S.",Ask the Passengers,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"King, Stephen",Elevation,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Klune, T. J.",The Extraordinaries (The Extraordinaries Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Knight, Traci M.","RIPPED-APART Understanding, Coping and Living with Gender Dysphoria",,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Konigsberg, Bill",The Bridge,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Konigsberg, Bill",The Music of What Happens,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Konigsberg, Bill",The Porcupine of Truth,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"La Sala, Ryan",Be Dazzled,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"LaCour, Nina",We Are Okay,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned in Libraries and Classrooms,"Langford, Jo",The Pride Guide: A Guide to Sexual and Social Health for LGBTQ Youth,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Lawson, Richard",All We Can Do Is Wait,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Lee, Lyla",I'll Be the One,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Lee, Mackenzi",The Gentleman's Guide to Vice and Virtue (Montague Siblings Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Lee, Mackenzi",The Lady's Guide to Petticoats and Piracy (Montague Siblings Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Lee, Victoria",A Lesson in Vengeance,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Lee, Victoria",The Electric Heir (Feverwake Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Lee, Victoria",The Fever King (Feverwake Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Lerner, K. Lee",Gender Issues and Sexuality: Essential Primary Sources,"Lerner, Brenda Wilmoth; Lerner, Adrienne Wilmoth",35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Levithan, David",19 Love Songs,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Lippincott, Rachael",The Lucky List,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Lo, Malinda",Last Night at the Telegraph Club,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"London, Alex",Black Wings Beating (Skybound Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"London, Alex",Gold Wings Rising (Skybound Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Lorde, Audre",Sister Outsider: Essays and Speeches,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Lukens, F. T.",In Deeper Waters,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Lundin, Britta",Ship It,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Ma, Diana",Heiress Apparently (Daughters of the Dynasty Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Mac, Carrie",10 Things I Can See from Here,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Malti-Douglas, Fedwa",Encyclopedia of Sex & Gender: 4 Volume Set,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned in Libraries and Classrooms,"Mardell, Ashley",The ABC's of LGBT+,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Marsh, Sarah Glenn",The Girls Are Never Gone,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Martins, Vitor",Here the Whole Time,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"McCoy, Mary",Indestructible Object,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"McFerran, Shannon",Synchro Boy,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"McGuire, Seanan",Every Heart a Doorway (Seanan McGuire Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Mckesson, DeRay",On the Other Side of Freedom: The Case for Hope,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"McLemore, Anna-Marie",Blanca & Roja,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"McLemore, Anna-Marie",Dark and Deepest Red,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned in Libraries and Classrooms,"McNabb, Charlie","Nonbinary Gender Identities: History, Culture, Resources",,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"McSmith, Tobly",Act Cool,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"McSmith, Tobly",Stay Gold,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Mejia, Tehlor Kay",We Set the Dark on Fire (We Set the Dark on Fire Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Mikuta, Zoe Hana",Gearbreakers (Gearbreakers Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Miller, Linsey",What We Devour,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Mitchell, Saundra",Out Now: Queer We Go Again!,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Moore, Darnell L.",No Ashes in the Fire: Coming of Age Black and Free in America,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Moreland, Miel",It Goes Like This,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Muir, Tamsyn",Gideon the Ninth (The Locked Tomb Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Murphy, Julie",Ramona Blue,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned in Libraries and Classrooms,"Nardo, Don",Understanding Gender Identity,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Nelson, Jandy",I'll Give You the Sun,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Nguyen, Trung Le",The Magic Fish,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"North, Ari",Always Human (Always Human Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"O'Donoghue, Caroline",All Our Hidden Gifts (All Our Hidden Gifts Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Oseman, Alice",Heartstopper: Volume One (Heartstopper Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Oseman, Alice",Heartstopper: Volume Two (Heartstopper Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Oseman, Alice",Heartstopper: Volume Three (Heartstopper Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Oshiro, Mark",Anger Is a Gift,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Oshiro, Mark",Each of Us a Desert,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Ottaviani, Jim",The Imitation Game: Alan Turing Decoded,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Overy, Alexandra",These Feathered Flames (These Feathered Flames Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Pacton, Jamie",The Life and (Medieval) Times of Kit Sweetly,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Page, Nathan",The Witch's Hand (The Montague Twins),"Shannon, Drew",35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Panetta, Kevin",Bloom,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Parks, Peggy J.",The Black Lives Matter Movement,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Pau Preto, Nicki",Crown of Feathers (Crown of Feathers Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Pau Preto, Nicki",Heart of Flames (Crown of Feathers Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Pau Preto, Nicki",Wings of Shadow (Crown of Feathers Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Penne, Barbra",Your Rights as an LGBTQ+ Teen,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Petrus, Junauda",The Stars and the Blackness Between Them,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Philips, L.",Sometime After Midnight,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Pierce, Tamora",The Will of the Empress (The Circle Reforged Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Pinguicha, Diana",A Curse of Roses,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned in Libraries and Classrooms,"Pinsky, Drew","It Doesn't Have to Be Awkward: Dealing with Relationships, Consent, and Other Hard-to-Talk-About Stuff","Pinsky, Paulina",35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Polydoros, Aden",The City Beautiful,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Posthuma, Lisabeth",Baby & Solo,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Power, Rory",Burn Our Bodies Down,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Quindlen, Kelly",Late to the Party,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Quintero, Isabel","Gabi, a Girl in Pieces",,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Reynolds, Jason","Stamped: Racism, Antiracism, and You","Kendi, Ibram X.",35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Riordan, Rick",The Burning Maze (The Trials of Apollo Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Riordan, Rick",The Dark Prophecy (The Trials of Apollo Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Riordan, Rick",The Hammer of Thor (Magnus Chase and the Gods of Asgard Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Riordan, Rick",The Hidden Oracle (The Trials of Apollo Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Riordan, Rick",The Tyrant’s Tomb (The Trials of Apollo Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Robson, Laura Brooke",Girls at the Edge of the World,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Rocha, Lucas",Where We Go From Here,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Rodi, Robert",Living Proud! Coming Out and Seeking Support (Living Proud! Growing Up Lgbtq),"Ross, Laura",35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Roehrig, Caleb",Death Prefers Blondes,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Roehrig, Caleb",The Fell of Dark,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Roehrig, Caleb",White Rabbit,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Rowell, Rainbow",Any Way the Wind Blows (Simon Snow Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Rowell, Rainbow",Carry On (Simon Snow Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Rowell, Rainbow",Wayward Son (Simon Snow Series),,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Russo, Meredith",Birthday,,35.860119,-86.660156
Tennessee,Collierville Schools,Administrator,2022-02-01,Banned Pending Investigation,"Russo, Meredith",If I Was Your Girl,,35.860119,-86.660156
